PeakFilter,PeakFilter,Delay,Reverb;0.3,-0.1,0.02,0.01,-0.2,0.02,0.4,0.2,0.3,0.6,0.3,0.4,0.3
PeakFilter,PeakFilter,Delay,Reverb;0.3,-0.1,0.02,0.01,-0.2,0.02,0.4,0.2,0.3,0.6,0.3,0.4,0.3
PeakFilter,PeakFilter,Delay,Reverb;0.3,-0.1,0.02,0.01,-0.2,0.02,0.4,0.2,0.3,0.6,0.3,0.4,0.3
PeakFilter,PeakFilter,Delay,Reverb;0.3,-0.1,0.02,0.01,-0.2,0.02,0.4,0.2,0.3,0.6,0.3,0.4,0.3
PeakFilter,PeakFilter,Delay,Reverb;0.3,-0.1,0.02,0.01,-0.2,0.02,0.4,0.2,0.3,0.6,0.3,0.4,0.3
PeakFilter,PeakFilter,Delay,Reverb;0.3,-0.1,0.02,0.01,-0.2,0.02,0.4,0.2,0.3,0.6,0.3,0.4,0.3
PeakFilter,PeakFilter,Delay,Reverb;0.3,-0.1,0.02,0.01,-0.2,0.02,0.4,0.2,0.3,0.6,0.3,0.4,0.3
PeakFilter,PeakFilter,Delay,Reverb;0.3,-0.1,0.02,0.01,-0.2,0.02,0.4,0.2,0.3,0.6,0.3,0.4,0.3
PeakFilter,PeakFilter,Delay,Reverb;0.3,-0.1,0.02,0.01,-0.2,0.02,0.4,0.2,0.3,0.6,0.3,0.4,0.3
PeakFilter,PeakFilter,Delay,Reverb;0.3,-0.1,0.02,0.01,-0.2,0.02,0.4,0.2,0.3,0.6,0.3,0.4,0.3
PeakFilter,PeakFilter,Delay,Reverb;0.3,-0.1,0.02,0.01,-0.2,0.02,0.4,0.2,0.3,0.6,0.3,0.4,0.3
PeakFilter,PeakFilter,Delay,Reverb;0.3,-0.1,0.02,0.01,-0.2,0.02,0.4,0.2,0.3,0.6,0.3,0.4,0.3
PeakFilter,PeakFilter,Delay,Reverb;0.3,-0.1,0.02,0.01,-0.2,0.02,0.4,0.2,0.3,0.6,0.3,0.4,0.3
PeakFilter,PeakFilter,Delay,Reverb;0.3,-0.1,0.02,0.01,-0.2,0.02,0.4,0.2,0.3,0.6,0.3,0.4,0.3
PeakFilter,PeakFilter,Delay,Reverb;0.3,-0.1,0.02,0.01,-0.2,0.02,0.4,0.2,0.3,0.6,0.3,0.4,0.3
PeakFilter,PeakFilter,Delay,Reverb;0.3,-0.1,0.02,0.01,-0.2,0.02,0.4,0.2,0.3,0.6,0.3,0.4,0.3
PeakFilter,PeakFilter,Delay,Reverb;0.3,-0.1,0.02,0.01,-0.2,0.02,0.4,0.2,0.3,0.6,0.3,0.4,0.3
PeakFilter,PeakFilter,Delay,Reverb;0.3,-0.1,0.02,0.01,-0.2,0.02,0.4,0.2,0.3,0.6,0.3,0.4,0.3
PeakFilter,PeakFilter,Delay,Reverb;0.3,-0.1,0.02,0.01,-0.2,0.02,0.4,0.2,0.3,0.6,0.3,0.4,0.3
PeakFilter,PeakFilter,Delay,Reverb;0.3,-0.1,0.02,0.01,-0.2,0.02,0.4,0.2,0.3,0.6,0.3,0.4,0.3
PeakFilter,PeakFilter,Delay,Reverb;0.3,-0.1,0.02,0.01,-0.2,0.02,0.4,0.2,0.3,0.6,0.3,0.4,0.3
PeakFilter,PeakFilter,Delay,Reverb;0.3,-0.1,0.02,0.01,-0.2,0.02,0.4,0.2,0.3,0.6,0.3,0.4,0.3
PeakFilter,PeakFilter,Delay,Reverb;0.3,-0.1,0.02,0.01,-0.2,0.02,0.4,0.2,0.3,0.6,0.3,0.4,0.3
PeakFilter,PeakFilter,Delay,Reverb;0.3,-0.1,0.02,0.01,-0.2,0.02,0.4,0.2,0.3,0.6,0.3,0.4,0.3
PeakFilter,PeakFilter,Delay,Reverb;0.3,-0.1,0.02,0.01,-0.2,0.02,0.4,0.2,0.3,0.6,0.3,0.4,0.3
